ID,calorie,water,carbohydrate,fiber,sugar,protein,fat,sfat,cholesterol,sodium,potassium,calcium,vit_A,vit_C,vit_D,vit_E,vit_K,vit_B6,vit_B12,thiamin,riboflavin,niacin,iron,folat,pantotenik,fosfor,magnesium,cinko,copper,selenium,manganese,Class
766,140,68.33,24.87,1.6,0.23,2.66,3.21,56.299.999,0,198.0,84.0,3.0,0.0,0,0.0,0.43,2.9,0.12,0,173,67,2.49,0.55,9,0,100,38,68.999.999,103,5.6,0,Bitkisel
767,862,0,0,0,0,0,100,81.5,0,0.0,0.0,0.0,0.0,0,0.0,3.81,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
768,260,48.44,26.69,0.9,3.53,10.29,12.45,1.949,31,602.0,206.0,37.0,0.0,0.2,0.0,0,22.5,36,0,197,0.18,02.09,1.5,Mikrogram,0.17,116,25,0.49,75,24.3,264,Mix
769,485,6.35,659.000.000,2.6,3.5,5.2,21.7,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
770,902,0,0,0,0,0,100,21.29,766,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hayvansal
771,43,89.86,3.99,1.9,1.26,2.33,2.66,381,0,222.0,217.0,22.0,0.0,7.5,0.0,1.74,52,77,0,157,135,1.052,0.89,145,0,52,14,0.58,0.16,5.9,0,Bitkisel
772,20,939.599.999,4.45,1.6,0,01.08,0.21,31,0,5.0,91.0,9.0,367.0,58.7,0.0,0,0,137,0,6.900.000,38,1.37,0.62,14,0.03,17,8,0.06,53,0.2,117,Bitkisel
773,49,86.58,11.31,0,0,0.96,0.64,0,0,6.0,208.0,215.0,287.0,12,0.0,0,0,0,0,11,28,0.31,1.48,Mikrogram,0,37,51,0,0,0,0,Bitkisel
774,228.01,58.58,15.88,0.67,0.7,9.94,13.58,5.12,171.52,566.14,135.36,34.07,1241.29,4.64,42.19,0.61,0.38,0.11,0.53,0.28,0.35,0,1.78,68.18,0.93,145.95,12.82,01.01,0.08,23.2,0.15,Mix
775,103.23,82.96,3.69,1.27,2.17,3.62,8.7,2.33,8.74,78.93,240.8,106.19,1211.19,11.64,1.77,1.36,36.72,0.07,0.25,0.03,0.06,0.45,0.74,33.54,0.17,66.25,20.94,0.54,0.05,1.97,0.17,Bitkisel
776,416,14.09,65.2,1.6,42,5,14.8,8.1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
777,43,889.000.000,10.1,0.2,9.9,0.5,0.2,24,0,1.0,178.0,18.0,253.0,31,0.0,0.13,0,42,0,0.06,0.02,0.1,0.2,5,125,14,8,0.03,25,0.1,37,Bitkisel
778,200,61.27,0,0,0,25.54,10.04,2.86,60,398.0,517.0,29.0,23.0,2.1,11.3,1.24,0.1,378,4.2,134,536,10.588,1.48,2,0,159,36,0.85,118,46.5,0,Hayvansal
779,271,7.64,60.56,40.3,04.09,12.66,07.04,529,0,77.0,1522.0,1990.0,8068.0,51.4,0.0,1.69,621.7,1.19,0,289,316,4.12,827.099.999,274,0,306,346,3.6,1.133,4.5,5.433,Bitkisel
780,25.54,92.97,4.76,1.36,02.06,01.07,0.58,0.1,0,8.62,196.0,32.16,5076.27,22.72,0.0,0.28,166.44,0.09,0,0.04,0.02,0.44,0.98,27.76,0.13,26.76,15.96,0.28,0.05,0.27,0.14,Bitkisel
781,307,46.53,14.93,0.9,0.08,15.92,20.36,3.566,55,594.0,251.0,11.0,5.0,0.6,0.2,1.12,7,148,0.33,92,204,5.985,0.83,11,0,272,24,0.59,51,17.2,0,Hayvansal
782,53,852.099.999,13.99,2.2,11.79,0.4,0.1,0.02,0,1.0,103.0,28.0,38.0,1,0.0,0.08,3.3,7.000.000,0,23,38,445,0.29,2,6.900.000,10,10,0.12,0.11,0.1,8.799.999,Bitkisel
783,38,900.999.999,896.000.000,0.1,885.999.999,0.52,0.1,13,0,1.0,153.0,7.0,7.0,29.2,0.0,0.04,0,0.02,0,42,0.02,231,0.2,10,0.13,11,10,0.09,38,0.1,0.02,Bitkisel
784,255,39.94,50.05,4.2,27.05,4.23,4.22,1.549,28,413.0,96.0,35.0,39.0,0.9,3.0,0.39,5.7,42,0.16,163,175,1.375,2,48,251,125,10,1.27,0.08,980.000.000,785,Mix
785,13,97.03,2.97,0,0.85,0,0.01,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,8.500.000,0.25,0,7.199.999,847,0,0,0,0,0,0,0,0,0,Mix
786,209,62.82,0,0,0,24.61,11.57,4.34,87,68.0,258.0,21.0,0.0,0,0.0,0.17,0,0.15,2.74,0.09,0.25,5.47,02.07,25,0.72,199,25,6.48,0.11,28.1,26,Mix
787,383,10.85,821.500.000,0,79.77,01.05,5.45,3.382,15,47.0,49.0,38.0,45.0,0,0.0,0.14,0.5,899.999,0.08,14,74,38,0.02,1,0,30,3,0.15,4,1.7,0,Bitkisel
788,363,11.27,72.3,3,2.5,11.5,3.1,0.8,0,2.0,431.0,34.0,0.0,0,0.0,0,0,419,0,419,121,6.738,3.52,43,93.500.000,508,144,4.16,553,894.000.000,3.012,Mix
789,24,918.199.999,4.1,1.9,0,3.23,0.23,52,0,8.0,253.0,25.0,948.0,31.8,0.0,0,0,111,0,121,131,1.202,0.73,191,184,64,14,0.59,137,1.7,203,Bitkisel
790,215,659.899.999,0,0,0,18.6,15.06,4.31,75,70.0,189.0,11.0,140.0,1.6,10.0,0.3,1.5,0.35,0.31,0.06,0.12,6.801,0.9,6,0.91,147,20,1.31,48,14.4,19,Hayvansal
791,710,1.12,13.55,9.4,04.06,9.5,74.27,6.283,0,1.0,424.0,72.0,140.0,0.7,0.0,1.3,0,187,0,0.45,107,1.167,2.8,16,70.300.000,293,132,05.07,1.167,4,3.933,Bitkisel
792,247.59,57.76,5.84,1.54,01.08,19.41,16.83,2.36,48.84,138.14,207.61,36.63,2126.17,1.29,2.94,0.48,3.13,0.27,0.13,0.11,0.14,4.11,1.42,26.7,0.55,160.07,43.61,1.8,0.33,14.75,0.69,Hayvansal
793,187,60.21,0.51,0,0,33.44,4.71,1.29,91,79.0,276.0,16.0,23.0,0,5.0,0.42,2.4,0.64,0.37,79,125,14.782,1.14,4,01.04,246,31,01.08,54,26.2,21,Mix
794,56,85.58,14.4,0,14.4,0.03,0,0,0,3.0,0.0,3.0,0.0,0,0.0,0,0,8,0,3,29,129,0.05,0,11,0,1,0.01,3,0,1,Bitkisel
795,229,56.08,17.83,2.4,1.75,11.36,12.46,5.982,29,511.0,206.0,205.0,40.0,1.7,0.1,0.44,5,111,0.39,159,194,1.947,1.81,42,0,197,25,1.58,8.799.999,12.4,0,Hayvansal
796,341,47.86,29.8,0,29,3.1,18.4,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
797,86.52,81.52,4.66,0.93,2.2,8.85,3.89,1.28,24.58,226.18,255.67,29.57,20191.81,8.68,1.17,0.44,21.05,0.21,0.87,0.03,0.06,2.27,1.24,14.41,0.32,96.75,15.85,02.07,0.06,6.93,0.1,Hayvansal
798,553,2.88,57.5,2.4,45.4,6,32.7,15.6,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Hayvansal
799,15.88,96.17,2.65,0,2.5,0.76,0.03,0.03,3,20.6,80.0,65.0,98.0,0,28.0,5,0.05,17,0.27,0.01,0.09,53,0.01,3,161,55,6,0.22,5,1.7,1,Mix
800,401,26.52,40.95,3.8,3.46,6,23.71,11.515,2,745.0,173.0,108.0,212.0,0,0.0,01.02,0,47,0,0.46,277,3.24,2.51,91,455,309,13,0.49,66,4.1,0.3,Bitkisel
801,205,53.17,31.23,4.2,1.73,7.35,06.05,2.309,5,563.0,261.0,124.0,23.0,0.4,0.1,0.54,3.2,0.1,0.16,0.19,0.1,02.02,2.37,104,0,163,34,0.86,164,11.7,0,Bitkisel
802,72,80,17.51,1.5,8.73,1.4,0.2,48,0,50.0,290.0,41.0,6.0,5,0.0,0,0,241,0,0.04,0.03,0.4,0.8,23,323,61,22,0.33,77,0.7,233,Bitkisel
803,498,996.000.000,50,4.9,27,15,25,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
804,108,80.7,5.36,0,0,5.98,7,4.603,27,44.0,137.0,193.0,147.0,4.2,0.0,0,0,0.06,0.71,65,355,417,0.1,7,407,158,18,0.54,46,1.7,18,Hayvansal
805,138,643.499.999,30.06,1,6.3,4.48,0,0,0,97.0,302.0,149.0,198.0,0,0.0,0,0,47,0.45,51,248,0.14,0,7,0,150,21,01.06,28,2.9,0,Mix
806,482,10.56,59.3,6.3,26,7.7,22.4,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
807,497,3,660.999.999,2,32,4.6,25.2,831.600.000,0,290.0,208.0,43.0,4.0,0,0.0,0,0,17,0,195,205,1.99,02.07,51,171,80,36,0.6,0.3,2.4,363,Mix
808,514,4.56,59.7,2.2,44.6,8.1,26.9,12.9,0,150.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
809,143,732.399.999,0.04,0,0,17.44,8.1,2.301,86,60.0,522.0,6.0,0.0,0,0.0,0.27,0.8,512,56.000.000,109,241,5.575,0.82,1,1.092,178,21,1.47,65,10.2,16,Hayvansal
810,301,46.96,29.4,2.1,27.3,5,17.8,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Hayvansal
811,124,71.31,18.24,1.2,2.94,2.94,4.71,0.6,3,118.0,0.0,12.0,0.0,1.4,0.0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,Mix
812,197,72.88,2.81,0,0,02.02,21.33,18.915,0,13.0,220.0,18.0,0.0,1,0.0,0,0,28,0,22,0,637,3.3,14,153,96,46,56.000.000,223,0,768,Bitkisel
813,259,61.9,0,0,0,16.63,20.86,8.93,72,62.0,229.0,17.0,0.0,0,0.0,0.22,0,0.14,2.59,0.11,0.2,5.43,1.48,19,0.67,160,21,4.28,96,19.2,0.02,Hayvansal
814,155,74.62,1.12,0,1.12,12.58,10.61,3.267,373,124.0,126.0,50.0,520.0,0,87.0,01.03,0.3,121,1.11,66,513,64,1.19,44,1.398,172,10,01.05,13,30.8,26,Hayvansal
815,93,733.199.999,17.31,11,6.3,5.6,2.12,336,0,9.0,272.0,363.0,27521.0,11.1,0.0,2,108.6,0.4,0,0.04,354,2.362,2.63,83,231,91,95,0.67,415,0.9,2.855,Bitkisel
816,129.36,68.32,13.81,1.17,0.8,10.64,3.51,0.04,20.53,485.32,239.76,27.05,1445.34,3.61,0.0,0.16,16.61,0.22,0.16,0.04,0.05,0,0.92,9.68,0.03,94.95,19.8,0.38,0.02,6.86,0.04,Mix
817,375,6.3,93.55,0.2,70,0,0.05,0,0,50.0,37.0,3.0,0.0,0,0.0,0,0,4,0,4,11,8,0.13,0,899.999,4,2,0.05,28,1.1,35,Hayvansal
818,466,13.44,42.65,0,0,9.65,29.51,19.16,94,600.0,1409.0,400.0,1113.0,0,0.0,0,0,271,2.42,315,1.382,81.300.000,0.52,5,3.351,444,70,1.14,0.08,14.5,0.04,Hayvansal
819,21,93,03.06,0,0,1.8,0.7,0.17,0,80.0,470.0,93.0,4200.0,35,0.0,0,0,8.400.000,0,0.06,0.15,0.9,3.3,13,41,53,52,0.2,0.13,0.9,349,Bitkisel
820,54,88.05,6.28,60.000.000,3.99,3.27,1.75,205,0,51.0,118.0,25.0,3.0,0,0.0,0.11,3,77,0,0.06,6.900.000,513,0.64,18,373,52,25,0.12,128,4.8,223,Bitkisel
821,116,700.100.000,5.15,0,0,8.15,8,1.157,0,2873.0,75.0,46.0,0.0,0.2,0.0,0,0,91,0,157,101,379,1.98,29,132,73,52,1.56,376,17.3,1.174,Bitkisel
822,85.15,80.62,6.83,0.71,0.77,8.5,2.79,1.11,24.41,240.75,256.47,13.93,205.85,03.06,1.83,0.43,1.58,0.29,0.83,0.06,0.07,0,0.96,5.47,0.39,92.02,14.79,02.05,0.08,9.11,0.09,Hayvansal
823,44.64,90.58,3.25,0.16,2.64,2.55,2.49,0.14,5.19,192.83,141.26,77.75,1301.42,01.08,22.82,0.09,4.47,0.04,0.39,0.02,0.15,0,0.17,6.32,0.24,63.9,10.7,0.26,0.02,0.99,0.03,Mix
824,52.82,87.66,5.33,2.1,2.9,04.01,2.11,0.57,9.41,117.0,249.73,13.05,626.63,13.09,0.45,0.49,21.73,0.14,0.33,0.03,0.04,0,0.67,18.32,0.26,50.74,14.89,0.89,0.06,2.84,0.16,Mix
825,43,84.3,7.3,4,0,4.2,0.8,59,0,43.0,452.0,309.0,11600.0,80,0.0,0,0,274,0,0.16,0.44,1.2,1.2,30,92,72,34,0.44,293,0.9,782,Bitkisel
826,222,53.2,29,0,0,6.1,919.999.999,1.986,56,412.0,138.0,206.0,199.0,2.2,0.0,0,0,49,0.2,195,272,1.524,1.72,36,395,151,16,0.54,55,14,237,Mix
827,128,77.78,04.02,3.1,0.84,01.04,13.22,1.751,0,1340.0,58.0,46.0,0.0,11.9,0.0,3.37,2.4,57,0,0.02,14,0.29,0.66,3,0,6,10,0.06,0.11,0.8,0,Bitkisel
828,413,33.19,0.36,0,0.36,29.81,32.34,18.913,110,714.0,81.0,1011.0,948.0,0,24.0,0.28,2.7,81,1.6,0.06,279,106,0.17,10,56.200.000,605,36,3.9,32,14.5,17,Hayvansal
829,20,935.999.999,2.93,2.6,0,1.83,0.64,0,0,3.0,321.0,38.0,3474.0,26.3,0.0,0,0,0.1,0,34,8.599.999,411,02.08,8,36,52,89,0.17,114,0.9,303,Bitkisel
830,37,88.34,7.81,2.7,0.22,2.66,0.29,0.02,0,3.0,359.0,0.0,0.0,0,5.0,0.01,0,0.1,0,225,0.2,7.032,1.15,48,1.35,105,16,0.65,107,2.2,75,Bitkisel
831,281.7,53.76,7.27,2.18,2.36,15.67,21.63,4.92,44.57,317.7,369.18,33.12,10260.67,3.51,0.96,1.61,6.6,0.43,1.25,0.17,0.13,3.25,1.82,19.93,0.43,180.52,32.94,03.06,0.25,13.18,0.26,Bitkisel
832,154,679.300.000,0,0,0,30.39,2.68,0.67,370,56.0,179.0,17.0,0.0,0,0.0,0.2,0,7.100.000,01.04,26,0.21,3.12,3.19,5,468,189,3,4.42,161,41.1,74,Hayvansal
833,479,5.36,659.000.000,3,26,6.2,22.5,11.4,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
834,31.7,94.16,2.17,0.85,0.98,0.8,2.47,0.26,0,40.5,80.97,18.8,2713.22,8.26,0.0,0.7,3.92,0.05,0,0.02,0.02,0,0.25,10.28,0.09,17.58,8.16,0.11,0.04,0.24,0.16,Bitkisel
835,310,56.55,0,0,0,16.32,26.63,11.76,74,56.0,214.0,15.0,0.0,0,0.0,0.18,0,0.13,02.04,0.11,0.21,6.47,1.61,17,0.63,152,21,2.53,105,18.9,18,Hayvansal
836,65.02,85.09,8.3,2.34,02.05,1.54,3.65,0.5,0,349.2,127.02,26.33,508.77,25.86,0.0,1,12.52,0.07,0,0.05,0.05,0.55,0.5,27.2,0.17,27.8,14.27,0.22,0.07,0.29,0.17,Bitkisel
837,57,85.81,13.6,2.4,10.04,0.28,0.15,0,0,2.0,100.0,6.0,51.0,0,0.0,0.18,1.8,51,0,18,26,94,0.13,3,74,10,5,0.04,0.03,0,35,Bitkisel
838,178.06,67.49,2.7,0.53,01.09,18.91,9.78,2.18,64.77,172.26,211.69,21.01,322.5,5.6,1.49,0.51,9.68,0.28,0.25,0.08,0.17,4.35,1,13.44,0.9,137.79,19.51,1.99,0.07,12.43,0.06,Mix
839,228,54.66,26.28,2.7,2.97,6.41,10.86,3.376,14,428.0,105.0,169.0,30.0,4.2,4.0,1.21,4.7,81,0.22,168,321,1.909,1.76,20,0,95,13,81.000.000,7.099.999,3.4,0,Mix
840,44,87.86,10.15,1.4,4.73,1.36,0.19,31,0,3.0,166.0,22.0,2.0,5.2,0.0,0.02,0.5,129,0,42,23,165,0.24,15,113,35,11,0.21,67,60.000.000,153,Bitkisel
841,389,822.000.000,66.27,10.6,0,16.89,6.9,1.217,0,2.0,429.0,54.0,0.0,0,0.0,0,0,119,0,763,139,961,4.72,56,1.349,523,177,3.97,626,0,4.916,Bitkisel
842,148.34,71.11,8.91,1.67,1.73,10.05,8.48,1.93,32.03,323.33,234.56,31.75,1535.19,4.54,2.2,0.53,2.41,0.2,0.75,0.1,0.13,2.23,1.57,21.67,0.33,107.67,24.14,2.25,0.17,8.79,0.35,Hayvansal
843,341,47.67,0,0,0,26.78,25.12,10,104,65.0,233.0,13.0,0.0,0,16.0,0.2,2,0.26,2.29,7.000.000,0.24,2.43,3.13,5,0.31,202,19,8.41,126,24.6,16,Hayvansal
844,337,48.47,0,0,0,22.42,26.75,10.85,82,63.0,315.0,11.0,0.0,0,0.0,0,0,0.27,2.89,0.08,0.17,3.27,2.19,6,0.33,179,20,5.28,82,21.6,13,Hayvansal
845,24,93.42,5.12,0,5.12,0.76,0.09,57,1,48.0,143.0,103.0,7.0,0.1,0.0,0,0,42,0.18,42,0.14,79,0.08,2,381,78,10,0.43,3,1.8,2,Hayvansal
846,494.4,2.76,689.000.000,1.7,46.11,7.2,21.1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
847,16,95.67,2.94,1.8,0,01.04,0.16,17,0,25.0,137.0,23.0,26.0,4.4,0.0,0,0,48,0,0.03,0.02,0.4,0.7,8,106,20,10,0.14,45,0.4,7.100.000,Bitkisel
848,58,87.08,12.7,0,12.26,0.34,0.22,0,0,16.0,6.0,1.0,0.0,0,0.0,0,0,1.353,3.77,0,1.6,9.82,0.05,0,0,0,0,0.05,0,0,0,Mix
849,379,6.86,86.2,3,29.6,4.9,0.9,0.2,0,0.0,0.0,510.0,0.0,0,0.0,0,0,0.84,0,0,0.9,10,9.5,150,3.4,0,0,0,0,0,0,Bitkisel
850,5,983.499.999,1.38,0,1.38,0,0,0,0,75.0,0.0,0.0,0.0,0,0.0,0,0,833,2.5,0,708,8.333,0,0,0,0,0,0,0,0,0,Mix
851,407,7.85,80.7,2.2,75,3.6,7.3,1.1,0,8.0,40.0,6.0,0.0,0,0.0,0,0,0,0,0,0.2,0,0.25,0,0,0,4,0.2,0.2,1.5,0.8,Bitkisel
852,401,13.1,68,1.2,47.56,4.1,13.6,3.46,2,418.0,140.0,46.0,5.0,0.4,0.0,2.22,3.9,52,0.03,216,206,1.967,2.29,32,244,83,21,0.32,413,2.8,305,Bitkisel
853,221,58.42,0,0,0,32.21,9.24,3.638,92,52.0,254.0,17.0,0.0,0,0.0,0.44,1.6,313,2.62,61,206,4.496,2.75,10,634,191,21,7.23,122,29.3,11,Hayvansal
854,900,0,0,0,0,0,100,6.787,0,0.0,0.0,0.0,0.0,0,0.0,17.46,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mix
855,527,6.96,56.7,4.3,37,5.4,30,16.1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
856,125,716.800.000,18.91,1.6,2.21,5.86,2.63,759,9,207.0,175.0,16.0,0.0,0.8,0.0,0.98,5.6,126,0.24,156,0.11,2.866,1.17,44,0,61,18,0.9,91,16.2,0,Mix
857,51,86.63,13.12,0.3,12.45,0.11,0.06,14,0,5.0,24.0,17.0,692.0,15.2,0.0,0.21,0.8,15,0,3,3,0.08,0.36,7,7.000.000,2,3,0.02,15,0.4,28,Bitkisel
858,242,52.27,16.57,1.4,1.84,16.9,12.01,6.168,56,582.0,180.0,241.0,51.0,0.3,0.2,0.36,3.5,135,0.31,179,245,3.824,1.6,34,0,251,23,1.42,6.900.000,17.9,0,Hayvansal
859,534,01.06,56.45,4,0.27,6.12,33.1,4.297,0,818.0,143.0,137.0,0.0,0,0.0,7.17,6.2,166,0,47,77,835,1.19,8,0,192,71,1.28,0.1,7.5,0,Mix
860,598,2.41,21.01,10.9,4.86,20.96,52.54,4.092,0,3.0,713.0,268.0,1.0,0,0.0,23.9,0,136,0,77,1.197,3.637,3.73,55,321,471,279,3.31,1.099,2,2.232,Bitkisel
861,340,10.74,71.97,10.7,0.41,13.21,2.5,0.43,0,2.0,363.0,34.0,9.0,0,0.0,0.71,1.9,407,0,502,165,4.957,3.6,44,603,357,137,2.6,0.41,61.8,4.067,Bitkisel
862,256,42.49,45.71,0.76,29.91,4.66,6.29,1.22,33.19,79.56,61.74,58.81,31.8,0.01,7.19,2.12,0.33,0.03,0.17,0.12,0.14,0,0.88,32.05,0.28,71.66,9.92,0.36,0.05,7.79,0.14,Mix
863,382,4.1,779.000.000,15.1,0,12,4.2,57.000.000,0,4.0,301.0,10.0,27.0,0,0.0,0,0,245,0,203,283,1.944,2.66,23,0.42,300,131,3.44,0.42,9.9,94.300.000,Bitkisel
864,130,70.27,16.15,1,2.11,9.15,3.15,68.600.000,22,413.0,140.0,20.0,2.0,1.4,4.0,0.32,10.2,104,7.000.000,52,136,2.159,1,24,0,83,16,0.61,64,14.1,0,Hayvansal
865,20,93.22,3.88,2.1,1.88,2.2,0.12,0.04,0,2.0,202.0,24.0,756.0,5.6,0.0,1.13,41.6,91,0,143,141,978,2.14,52,274,52,14,0.54,189,2.3,158,Bitkisel
866,215.8,57.44,22.6,2.68,3.49,6.73,11.17,03.04,47.78,510.31,182.06,71.25,8193.91,17.17,0.0,0.58,7.73,0.19,01.03,0.21,0.17,2.9,1.96,43.91,0.05,91.4,27.3,0.76,0.1,14.07,0.57,Hayvansal
867,139,70.22,16.35,2.2,0.91,6.52,06.04,3.15,22,197.0,110.0,34.0,48.0,4.8,8.0,0.29,1.1,108,0.11,95,99,2.616,01.08,14,0,108,33,0.98,147,22.2,0,Mix
868,127,826.500.000,4.22,1.8,2.17,0.78,11.85,1.59,0,17.0,134.0,8.0,273.0,177,0.0,1.4,21.3,196,0,42,48,582,0.3,2,111,15,8,0.06,17,60.000.000,62,Bitkisel
869,251,61.08,0,0,0,18.42,19.06,7.53,68,69.0,282.0,6.0,0.0,0,0.0,0,0,0.38,2.25,0.09,0.15,3.48,1.7,6,0.31,177,19,3.71,7.100.000,16,13,Hayvansal
870,139,641.500.000,25.13,5,0,8.98,0.7,185,0,6.0,441.0,26.0,84.0,4,0.0,0,0,106,0,245,7.100.000,81.100.000,2.35,187,237,122,55,1.58,205,3.6,881,Bitkisel
871,242,34.5,644.000.000,0.3,43.4,0.7,0.2,0.01,0,40.0,77.0,20.0,205.0,880.000.000,0.0,0.13,0,0.02,0,0,22,36,0.49,1,0.02,3,4,0.06,0.1,2,0.04,Bitkisel
872,278,58.8,0.12,0,0,18.12,22.15,8.939,91,61.0,281.0,15.0,0.0,0,0.0,0.44,1.8,403,1.69,0.06,135,4.098,1.68,10,529,166,19,4.42,79,19.3,12,Hayvansal
873,354,9.75,66.67,830.000.000,02.08,18.75,3.12,0,0,1.0,0.0,83.0,208.0,0,0.0,0,0,417,0,0,212,4.167,4.5,0,0,417,125,4.69,0,0,3,Bitkisel
874,115,799.899.999,6.26,3.2,0,0.84,10.68,1.415,0,735.0,8.0,88.0,403.0,0.9,0.0,1.65,1.4,900.000,0,3,0,37,3.3,0,15,3,4,0.22,251,0.9,0.02,Bitkisel
875,145,75.73,0,0,0,12.55,10.17,2.6,2043,134.0,205.0,12.0,0.0,12,0.0,0,0,0.11,9.25,0.11,0.24,2.47,1.68,5,0.99,337,14,1.36,0.21,12,59,Hayvansal
876,51,890.400.000,2.72,0,0.62,5.71,1.71,474,40,85.0,156.0,59.0,44.0,0,1.0,0.85,1,31,8.75,18,0.09,925,4.61,7,223,97,18,39.3,2.858,19.7,296,Hayvansal
877,114.38,74.27,21.2,0.19,17.15,1.33,2.84,1.75,11.4,26.98,70.02,55.02,73.52,0.28,7.62,0.07,0.07,0.02,0.14,0.02,0.08,0.04,0.05,1.88,0.19,39.26,5.37,0.22,0.01,0.9,0,Bitkisel
878,76,78.94,19.95,0,0,0.4,0.3,48,0,1.0,194.0,18.0,40.0,8,0.0,0,0,0,0,0.03,0.02,0.1,0.36,Mikrogram,0,15,7,0,67,0,115,Bitkisel
879,497,7.56,56.5,0,0,969.999.999,25.1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
880,1,99,0.3,0,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
881,254,53.78,2.77,0,1.13,24.26,15.92,10.114,64,619.0,84.0,782.0,481.0,0,12.0,0.14,1.6,7.000.000,0.82,18,303,105,0.22,9,79,463,23,2.76,25,14.4,0.01,Hayvansal
882,174,67.69,0,0,0,24.22,7.8,2.108,128,99.0,269.0,12.0,22.0,0,5.0,0.16,3.6,425,0.39,91,189,6.053,01.08,5,1.209,205,24,2.11,61,25.2,19,Hayvansal
883,44,86,9.5,3.3,05.04,3.3,0.3,79,0,4.0,215.0,65.0,1369.0,33,0.0,0.49,31.5,173,0,0.15,0.14,1.2,1,53,94.500.000,65,58,0.34,0.1,0.9,308,Bitkisel
884,278,55.92,0,0,0,23.08,19.94,8.18,95,82.0,336.0,24.0,0.0,0,2.0,0.15,4.4,0.15,2.73,0.09,0.25,6.38,1.72,18,0.67,198,24,5.62,122,27.4,24,Hayvansal
885,216.25,53.45,33.61,1.43,29.59,2.88,9.22,01.05,0,9.13,210.17,49.31,50.45,3.92,0.0,0.52,0.69,0.08,0,0.14,0.1,0,1.22,21.79,0.23,98.87,24.83,0.72,0.3,3.14,0.43,Bitkisel
886,650.56,14.6,6.44,0.77,0.64,9.42,67.07,11.3,20.67,497.8,172.72,226.67,1007.53,2.32,5.05,8.77,72.04,0.08,0.34,0.07,0.14,0,1.58,12.41,0.19,251.04,54.12,2.13,0.26,8.74,1.56,Mix
887,197,62.44,0,0,0,29.8,7.78,2.19,84,71.0,245.0,14.0,93.0,0,5.0,0.27,0.3,56.000.000,0.32,66,119,12.71,01.07,4,93.600.000,214,27,01.02,0.05,24.7,18,Hayvansal
888,172.62,63.3,12.53,0.99,6.89,4.5,12.17,2.89,15.63,541.75,141.62,18.92,463.63,06.08,0.0,1.47,18.67,0.07,0.18,0.11,0.14,1.57,1.11,22.14,0.28,65.06,11.2,0.8,0.08,9.63,0.07,Mix
889,43,87.58,9.56,2.8,6.76,1.61,0.17,27,0,78.0,325.0,16.0,33.0,4.9,0.0,0.04,0.2,67,0,31,0.04,334,0.8,109,155,40,23,0.35,75,0.7,329,Bitkisel
890,236,58.23,13.09,1.1,1.95,11.57,15.15,7.489,43,432.0,173.0,192.0,52.0,1.5,0.1,0.29,3.5,0.1,0.58,127,204,2.217,1.59,25,0,186,18,1.88,0.06,12.5,0,Mix
891,345,45.18,0,0,0,28.51,24.73,10.29,116,75.0,243.0,27.0,0.0,0,0.0,0.16,0,0.11,2.83,0.06,0.21,06.04,2.35,18,0.61,185,24,6.86,121,33.1,27,Hayvansal
892,884,0,0,0,0,0,100,19.7,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
